failed to get console mode for stdout: The handle is invalid.
failed to get console mode for stdout: The handle is invalid.

Exchange Binance has 1235 active pairs:
+---------------+----------------+----------+---------+----------+--------+----------+----------+------------+
|            Id |         Symbol |     Base |   Quote |   Active |   Spot |   Margin |   Future |   Leverage |
|         WUSDT |         W/USDT |        W |    USDT |     True |   Spot |   Margin |          |          1 |
|        WANBTC |        WAN/BTC |      WAN |     BTC |     True |   Spot |          |          |          1 |
|       WANUSDT |       WAN/USDT |      WAN |    USDT |     True |   Spot |   Margin |          |          1 |
|      WAVESBTC |      WAVES/BTC |    WAVES |     BTC |     True |   Spot |   Margin |          |          1 |
|      WAVESETH |      WAVES/ETH |    WAVES |     ETH |     True |   Spot |          |          |          1 |
|      WAVESTRY |      WAVES/TRY |    WAVES |     TRY |     True |   Spot |          |          |          1 |
|     WAVESUSDT |     WAVES/USDT |    WAVES |    USDT |     True |   Spot |   Margin |          |          1 |
|       WAXPBTC |       WAXP/BTC |     WAXP |     BTC |     True |   Spot |   Margin |          |          1 |
|      WAXPUSDT |      WAXP/USDT |     WAXP |    USDT |     True |   Spot |   Margin |          |          1 |
|      WBETHETH |      WBETH/ETH |    WBETH |     ETH |     True |   Spot |   Margin |          |          1 |
|     WBETHUSDT |     WBETH/USDT |    WBETH |    USDT |     True |   Spot |   Margin |          |          1 |
|       WBTCBTC |       WBTC/BTC |     WBTC |     BTC |     True |   Spot |   Margin |          |          1 |
|       WBTCETH |       WBTC/ETH |     WBTC |     ETH |     True |   Spot |          |          |          1 |
|      WBTCUSDT |      WBTC/USDT |     WBTC |    USDT |     True |   Spot |   Margin |          |          1 |
|        WIFBTC |        WIF/BTC |      WIF |     BTC |     True |   Spot |          |          |          1 |
|      WIFFDUSD |      WIF/FDUSD |      WIF |   FDUSD |     True |   Spot |          |          |          1 |
|        WIFTRY |        WIF/TRY |      WIF |     TRY |     True |   Spot |          |          |          1 |
|       WIFUSDC |       WIF/USDC |      WIF |    USDC |     True |   Spot |          |          |          1 |
|       WIFUSDT |       WIF/USDT |      WIF |    USDT |     True |   Spot |   Margin |          |          1 |
|        WINBNB |        WIN/BNB |      WIN |     BNB |     True |   Spot |          |          |          1 |
|        WINBRL |        WIN/BRL |      WIN |     BRL |     True |   Spot |          |          |          1 |
|        WINEUR |        WIN/EUR |      WIN |     EUR |     True |   Spot |          |          |          1 |
|        WINTRX |        WIN/TRX |      WIN |     TRX |     True |   Spot |          |          |          1 |
|       WINUSDT |       WIN/USDT |      WIN |    USDT |     True |   Spot |   Margin |          |          1 |
|      WINGUSDT |      WING/USDT |     WING |    USDT |     True |   Spot |   Margin |          |          1 |
|        WLDBTC |        WLD/BTC |      WLD |     BTC |     True |   Spot |   Margin |          |          1 |
|      WLDFDUSD |      WLD/FDUSD |      WLD |   FDUSD |     True |   Spot |   Margin |          |          1 |
|        WLDTRY |        WLD/TRY |      WLD |     TRY |     True |   Spot |          |          |          1 |
|       WLDUSDC |       WLD/USDC |      WLD |    USDC |     True |   Spot |   Margin |          |          1 |
|       WLDUSDT |       WLD/USDT |      WLD |    USDT |     True |   Spot |   Margin |          |          1 |
|      WNXMUSDT |      WNXM/USDT |     WNXM |    USDT |     True |   Spot |          |          |          1 |
|        WOOBTC |        WOO/BTC |      WOO |     BTC |     True |   Spot |          |          |          1 |
|       WOOUSDT |       WOO/USDT |      WOO |    USDT |     True |   Spot |   Margin |          |          1 |
|       WRXUSDT |       WRX/USDT |      WRX |    USDT |     True |   Spot |   Margin |          |          1 |
|        XAIBNB |        XAI/BNB |      XAI |     BNB |     True |   Spot |          |          |          1 |
|        XAIBTC |        XAI/BTC |      XAI |     BTC |     True |   Spot |          |          |          1 |
|      XAIFDUSD |      XAI/FDUSD |      XAI |   FDUSD |     True |   Spot |          |          |          1 |
|        XAITRY |        XAI/TRY |      XAI |     TRY |     True |   Spot |          |          |          1 |
|       XAITUSD |       XAI/TUSD |      XAI |    TUSD |     True |   Spot |          |          |          1 |
|       XAIUSDT |       XAI/USDT |      XAI |    USDT |     True |   Spot |   Margin |          |          1 |
|        XECTRY |        XEC/TRY |      XEC |     TRY |     True |   Spot |          |          |          1 |
|       XECUSDT |       XEC/USDT |      XEC |    USDT |     True |   Spot |   Margin |          |          1 |
|       XEMUSDT |       XEM/USDT |      XEM |    USDT |     True |   Spot |   Margin |          |          1 |
|        XLMBTC |        XLM/BTC |      XLM |     BTC |     True |   Spot |   Margin |          |          1 |
|        XLMETH |        XLM/ETH |      XLM |     ETH |     True |   Spot |          |          |          1 |
|        XLMEUR |        XLM/EUR |      XLM |     EUR |     True |   Spot |          |          |          1 |
|        XLMTRY |        XLM/TRY |      XLM |     TRY |     True |   Spot |          |          |          1 |
|       XLMUSDT |       XLM/USDT |      XLM |    USDT |     True |   Spot |   Margin |          |          1 |
|        XNOBTC |        XNO/BTC |      XNO |     BTC |     True |   Spot |          |          |          1 |
|       XNOUSDT |       XNO/USDT |      XNO |    USDT |     True |   Spot |   Margin |          |          1 |
|        XRPBNB |        XRP/BNB |      XRP |     BNB |     True |   Spot |          |          |          1 |
|        XRPBRL |        XRP/BRL |      XRP |     BRL |     True |   Spot |          |          |          1 |
|        XRPBTC |        XRP/BTC |      XRP |     BTC |     True |   Spot |   Margin |          |          1 |
|        XRPETH |        XRP/ETH |      XRP |     ETH |     True |   Spot |   Margin |          |          1 |
|        XRPEUR |        XRP/EUR |      XRP |     EUR |     True |   Spot |          |          |          1 |
|      XRPFDUSD |      XRP/FDUSD |      XRP |   FDUSD |     True |   Spot |   Margin |          |          1 |
|        XRPTRY |        XRP/TRY |      XRP |     TRY |     True |   Spot |          |          |          1 |
|       XRPTUSD |       XRP/TUSD |      XRP |    TUSD |     True |   Spot |          |          |          1 |
|       XRPUSDC |       XRP/USDC |      XRP |    USDC |     True |   Spot |   Margin |          |          1 |
|       XRPUSDT |       XRP/USDT |      XRP |    USDT |     True |   Spot |   Margin |          |          1 |
|        XTZBTC |        XTZ/BTC |      XTZ |     BTC |     True |   Spot |   Margin |          |          1 |
|       XTZUSDT |       XTZ/USDT |      XTZ |    USDT |     True |   Spot |   Margin |          |          1 |
|        XVGETH |        XVG/ETH |      XVG |     ETH |     True |   Spot |          |          |          1 |
|        XVGTRY |        XVG/TRY |      XVG |     TRY |     True |   Spot |          |          |          1 |
|       XVGUSDT |       XVG/USDT |      XVG |    USDT |     True |   Spot |   Margin |          |          1 |
|        XVSBNB |        XVS/BNB |      XVS |     BNB |     True |   Spot |          |          |          1 |
|        XVSBTC |        XVS/BTC |      XVS |     BTC |     True |   Spot |          |          |          1 |
|        XVSTRY |        XVS/TRY |      XVS |     TRY |     True |   Spot |          |          |          1 |
|       XVSUSDT |       XVS/USDT |      XVS |    USDT |     True |   Spot |   Margin |          |          1 |
|        YFIBTC |        YFI/BTC |      YFI |     BTC |     True |   Spot |          |          |          1 |
|       YFIUSDT |       YFI/USDT |      YFI |    USDT |     True |   Spot |   Margin |          |          1 |
|        YGGBTC |        YGG/BTC |      YGG |     BTC |     True |   Spot |   Margin |          |          1 |
|       YGGUSDC |       YGG/USDC |      YGG |    USDC |     True |   Spot |          |          |          1 |
|       YGGUSDT |       YGG/USDT |      YGG |    USDT |     True |   Spot |   Margin |          |          1 |
|        ZECBTC |        ZEC/BTC |      ZEC |     BTC |     True |   Spot |   Margin |          |          1 |
|        ZECETH |        ZEC/ETH |      ZEC |     ETH |     True |   Spot |          |          |          1 |
|       ZECUSDT |       ZEC/USDT |      ZEC |    USDT |     True |   Spot |   Margin |          |          1 |
|        ZENBTC |        ZEN/BTC |      ZEN |     BTC |     True |   Spot |          |          |          1 |
|        ZENETH |        ZEN/ETH |      ZEN |     ETH |     True |   Spot |          |          |          1 |
|       ZENUSDT |       ZEN/USDT |      ZEN |    USDT |     True |   Spot |   Margin |          |          1 |
|        ZILBTC |        ZIL/BTC |      ZIL |     BTC |     True |   Spot |   Margin |          |          1 |
|        ZILETH |        ZIL/ETH |      ZIL |     ETH |     True |   Spot |          |          |          1 |
|        ZILTRY |        ZIL/TRY |      ZIL |     TRY |     True |   Spot |          |          |          1 |
|       ZILUSDT |       ZIL/USDT |      ZIL |    USDT |     True |   Spot |   Margin |          |          1 |
|        ZRXBTC |        ZRX/BTC |      ZRX |     BTC |     True |   Spot |   Margin |          |          1 |
|       ZRXUSDT |       ZRX/USDT |      ZRX |    USDT |     True |   Spot |   Margin |          |          1 |
+---------------+----------------+----------+---------+----------+--------+----------+----------+------------+
